user_1,user_2,event
36323,16873,11
11793,22678,11
26216,29209,11
33710,17845,11
19354,26543,11
24485,32059,11
25384,11427,11
27122,36285,11
21680,10118,11
15022,18794,11
37718,26883,11
18740,23846,11
16365,24520,11
28452,10773,11
22882,31519,11
6662,20686,11
18209,4983,11
24440,3116,11
17856,32436,11
21731,33115,11
3394,114,11
7494,35486,11
4759,5962,11
2955,19140,11
25677,2869,11
6795,392,11
29213,22868,11
12498,35569,11
16347,5586,11
14252,27737,11
23481,5266,11
32084,29749,11
20857,12549,11
32171,8296,11
20345,12550,11
32378,27016,11
18125,5049,11
36397,4249,11
32698,8927,11
18169,6268,11
16953,28203,11
21130,1894,11
6711,762,11
27628,22868,11
37860,32215,11
25291,22977,11
2620,22200,11
17443,13031,11
37617,9864,11
9226,34405,11
14194,28222,11
29949,4398,11
4398,26129,11
2993,271,11
35027,32261,11
26424,15923,11
658,37026,11
34074,37888,11
16869,25022,11
16269,8918,11
9921,18507,11
17460,4565,11
15111,32043,11
36175,3839,11
1545,15852,11
7470,24602,11
20314,19110,11
29474,14014,11
29142,7257,11
18115,15630,11
24079,4197,11
1621,6693,11
27717,4483,11
31574,5029,11
20368,9100,11
17540,15170,11
14909,18318,11
5919,2960,11
19741,29760,11
26402,4207,11
29158,21518,11
33421,6584,11
8848,30651,11
27824,27264,11
11529,12602,11
27609,24980,11
25714,24755,11
15348,34321,11
12211,27113,11
17019,25827,11
24779,9027,11
12602,37356,11
266,16374,11
25162,13605,11
6123,24824,11
1040,11707,11
33261,28275,11
22380,20112,11
36125,26106,11
20520,13188,11
32901,30246,11
23846,9040,11
21274,28963,11
32526,26402,11
318,18794,11
24121,7005,11
30384,21641,11
4152,15984,11
13374,33390,11
12799,5914,11
12636,23821,11
35591,4689,11
36979,30906,11
3165,3256,11
11937,17338,11
15353,21202,11
18572,21176,11
20113,33975,11
19845,22309,11
19465,4435,11
20780,33390,11
26106,36125,11
35836,27122,11
20368,35155,11
10334,28521,11
32470,266,11
24709,20157,11
28676,25422,11
10921,18602,11
14372,7645,11
20686,31319,11
19187,27167,11
24523,33263,11
2438,18805,11
30649,6723,11
17288,30349,11
28125,6462,11
10740,29133,11
37617,24980,11
15608,33232,11
26496,35952,11
4987,6609,11
11557,7470,11
19050,20037,11
11917,21943,11
30571,14037,11
4387,16814,11
22600,1058,11
26543,21638,11
14792,24484,11
8987,27666,11
27123,10919,11
29414,12363,11
14891,12666,11
27944,34560,11
3797,2934,11
26366,8296,11
29626,24884,11
22977,18004,11
18222,19193,11
13253,20223,11
29079,15425,11
34914,15495,11
1982,21319,11
24681,29494,11
3365,31439,11
2934,16463,11
37666,5156,11
14159,27651,11
13061,27816,11
29798,25707,11
11671,26381,11
36,26259,11
23848,35326,11
16649,8477,11
19193,25102,11
23265,24032,11
9766,8987,11
20435,27213,11
21202,6782,11
20403,12061,11
21057,9367,11
4435,3661,11
30900,32818,11
26571,36557,11
5781,36954,11
16641,5495,11
606,26761,11
36611,12552,11
4352,31751,11
35569,20147,11
1764,16510,11
36600,20742,11
2197,3204,11
29563,28992,11
569,15317,11
33011,24280,11
1300,28885,11
20527,21257,11
28088,826,11
26213,12774,11
7267,1367,11
20790,3524,11
22291,1570,11
4882,23234,11
36559,4987,11
25714,32389,11
21776,8663,11
17641,16767,11
20113,31762,11
24193,4759,11
12629,20798,11
2960,35766,11
4735,11249,11
16699,4779,11
2620,14395,11
20258,5509,11
20005,742,11
32818,37393,11
37723,30859,11
11726,2869,11
31415,26034,11
13049,16401,11
23930,2438,11
5421,15478,11
21312,2934,11
15630,18115,11
30349,26576,11
26354,1842,11
10948,17355,11
32765,16901,11
3462,12575,11
15577,23234,11
4880,27540,11
26660,9747,11
18304,27937,11
19329,18481,11
1147,19792,11
22882,1868,11
9461,31295,11
14976,6425,11
22918,1000,11
271,21779,11
20167,15317,11
33413,26039,11
27750,29886,11
24079,6664,11
5259,18684,11
16547,10648,11
28426,7666,11
16676,31674,11
707,2266,11
20037,3900,11
29601,5177,11
1702,32088,11
30047,27897,11
20798,18803,11
15744,12157,11
26250,28737,11
27762,25826,11
22291,1437,11
189,31279,11
26320,35571,11
26402,20821,11
940,10237,11
37309,36604,11
28275,33261,11
25547,12800,11
30322,37491,11
1120,33232,11
18142,9536,11
27403,29886,11
4150,114,11
5578,27506,11
23119,14401,11
11604,25250,11
26752,23532,11
10562,8296,11
33602,31714,11
14499,34714,11
21257,35606,11
2563,25882,11
16869,7138,11
31576,31112,11
4874,8543,11
12800,24524,11
21680,13849,11
4435,32467,11
26039,33413,11
34357,28889,11
29259,7741,11
6048,5174,11
22025,7741,11
1147,2390,11
19187,11117,11
32986,5028,11
14085,5416,11
29984,2007,11
24626,10752,11
35571,35723,11
10498,20082,11
7173,1014,11
13995,25903,11
18115,3788,11
33664,16510,11
37284,29041,11
4475,30605,11
5783,26860,11
1497,37372,11
12602,9949,11
9297,1324,11
20893,11580,11
36722,30440,11
25284,26883,11
4076,28380,11
26543,181,11
35952,27064,11
8666,857,11
23279,22348,11
25451,11048,11
114,2366,11
31973,3482,11
3835,28676,11
32436,52,11
20686,6662,11
20264,24930,11
29804,34405,11
9886,36379,11
29452,2080,11
10500,25882,11
3276,22737,11
14058,29888,11
15042,6233,11
29724,3957,11
22310,16582,11
21176,34990,11
4927,36448,11
18472,20821,11
26215,12266,11
25125,12934,11
5869,24567,11
26434,32470,11
30549,12800,11
20355,24681,11
6137,35591,11
17873,13464,11
35486,35129,11
11311,16567,11
28785,28496,11
11531,1894,11
17075,2229,11
30734,19859,11
33990,11708,11
24601,10845,11
688,7337,11
27273,21259,11
37617,18472,11
1746,1545,11
10727,32526,11
29404,9881,11
11697,3938,11
10409,26620,11
15582,10046,11
14372,32226,11
24385,23861,11
718,29883,11
16401,13049,11
26501,31415,11
363,37347,11
31730,16873,11
32931,4759,11
22977,27363,11
1735,16810,11
33321,25707,11
1842,17854,11
16051,30484,11
27792,17874,11
1680,2478,11
18803,20798,11
23901,29097,11
19859,30064,11
17856,15613,11
940,3177,11
20260,18813,11
36954,33398,11
36967,29205,11
37617,29130,11
33413,30170,11
8746,7741,11
29429,28213,11
11532,3417,11
28192,31973,11
17947,9921,11
3108,28889,11
27421,37347,11
32331,36105,11
25099,35434,11
9019,25945,11
26771,2929,11
8293,1592,11
12288,12631,11
16723,17663,11
18527,37203,11
37086,2654,11
33398,18551,11
3352,10166,11
7619,11352,11
10249,8296,11
22745,34359,11
32209,37301,11
30856,37599,11
10910,30834,11
16426,31350,11
33094,569,11
33293,2752,11
13721,23390,11
34403,27962,11
32818,1688,11
34860,8987,11
34826,26096,11
33975,28835,11
24879,27206,11
5092,16298,11
31932,4839,11
30602,14405,11
17731,4674,11
23930,36105,11
25180,22221,11
10921,10605,11
10712,28025,11
3478,5609,11
30916,4217,11
30698,1955,11
3473,10058,11
10740,18952,11
7925,16770,11
31439,3365,11
792,11418,11
6662,19209,11
9747,26660,11
8312,23457,11
37636,12799,11
30590,24629,11
1014,12636,11
20333,23930,11
20146,25755,11
24567,12920,11
17381,37220,11
29931,2292,11
5540,7089,11
32226,35486,11
32276,25169,11
23817,32467,11
2571,22678,11
17989,24777,11
22854,24626,11
23725,7721,11
25954,16668,11
6933,9120,11
37315,13796,11
13719,11322,11
6018,9750,11
3316,3177,11
28216,24567,11
30246,32901,11
23562,24484,11
17680,2271,11
18551,8336,11
1070,26782,11
24079,25462,11
11707,1040,11
37670,28685,11
19897,23514,11
20760,20742,11
22868,2434,11
10046,15582,11
19083,30400,11
22800,7071,11
30217,30151,11
26188,3356,11
33687,34901,11
15744,8059,11
9226,5028,11
18262,20561,11
27897,27651,11
10597,6051,11
23309,13121,11
34489,8437,11
12103,33993,11
14401,23119,11
17989,14183,11
1209,5682,11
312,12486,11
11932,31537,11
2481,1639,11
23626,28349,11
26988,30349,11
7840,17757,11
21429,28275,11
30269,16347,11
32084,19504,11
18852,23323,11
5332,25707,11
5259,35912,11
27126,28272,11
3869,35230,11
12560,10950,11
18125,20646,11
114,21877,11
3835,37033,11
20260,31883,11
32171,28992,11
242,32818,11
15908,30246,11
7782,24079,11
6793,10334,11
19126,3061,11
26543,19354,11
1649,29194,11
3938,29782,11
13747,1627,11
6526,13292,11
1575,14190,11
2968,12736,11
24905,24434,11
2323,30725,11
19458,26007,11
826,37347,11
29749,32084,11
31279,32114,11
24311,2169,11
14058,33128,11
3356,20857,11
17107,14513,11
21547,30421,11
29435,7425,11
26381,4354,11
23040,32470,11
6611,54,11
20651,3539,11
12116,23512,11
12550,20345,11
4554,18754,11
1886,34485,11
2021,15991,11
25882,9659,11
35603,9946,11
28390,34324,11
8272,4508,11
27374,16467,11
36161,16778,11
22221,25180,11
23894,4927,11
36387,26862,11
27937,13165,11
34398,13735,11
34405,23950,11
34109,26391,11
27962,16564,11
9003,19788,11
19758,20355,11
792,25707,11
20368,22800,11
3048,32698,11
4264,5854,11
5040,12034,11
37825,7370,11
10921,12666,11
15491,1180,11
9371,98,11
22729,16547,11
10079,34430,11
30484,28335,11
37033,4351,11
26782,22307,11
31571,25770,11
3462,15079,11
18684,5259,11
20470,29096,11
25339,377,11
14534,4890,11
4785,17927,11
15117,5578,11
5682,30759,11
32054,35226,11
26571,18279,11
4386,19815,11
20086,30319,11
5589,4341,11
5332,18586,11
37105,37594,11
35486,32226,11
14037,35226,11
12374,24679,11
16332,30602,11
5082,12934,11
33293,7828,11
35672,12573,11
32709,29937,11
12458,31620,11
7022,5421,11
20780,4520,11
12416,1592,11
19432,16606,11
10020,7925,11
27124,14909,11
18602,22644,11
23234,4882,11
26761,606,11
1153,3094,11
36320,20052,11
35155,32901,11
9100,20368,11
26381,20058,11
29537,19663,11
14966,8708,11
2126,30185,11
30069,34985,11
25251,29798,11
13967,4665,11
9042,34693,11
37946,23821,11
27438,15426,11
8131,23040,11
2156,22380,11
22878,19677,11
27016,1019,11
32059,24668,11
37726,2098,11
32467,27217,11
24851,29026,11
1324,4597,11
31957,26988,11
19404,15190,11
20561,25107,11
23144,32487,11
35821,28103,11
33219,25458,11
18921,29874,11
7470,11557,11
16193,6268,11
8708,14966,11
22307,12678,11
18507,9921,11
8908,541,11
1815,21259,11
25100,10013,11
36959,18813,11
10709,3473,11
37096,11420,11
6018,22868,11
25631,17702,11
886,21943,11
33534,30859,11
7294,32285,11
2521,16699,11
14534,1300,11
22310,9286,11
15758,30859,11
15190,30966,11
32901,14976,11
658,8311,11
34065,31279,11
32470,30906,11
3592,6909,11
22600,2659,11
26833,29235,11
11016,10707,11
7522,25046,11
13496,684,11
8666,33251,11
28531,23163,11
23398,3043,11
4435,37347,11
312,32753,11
31231,21358,11
32215,37860,11
28125,32979,11
3243,17107,11
568,31440,11
23110,9147,11
35344,1180,11
3116,7071,11
29540,10282,11
29304,19712,11
28638,15765,11
19951,33956,11
34666,5713,11
35129,14367,11
11726,12814,11
21257,35723,11
16767,34208,11
4905,22678,11
34403,37599,11
26366,34436,11
14037,11456,11
11604,8825,11
17025,5058,11
13534,33602,11
8144,7700,11
19794,23968,11
17893,35687,11
20686,420,11
30725,33975,11
14891,29081,11
15327,4450,11
22336,25066,11
32765,2364,11
3799,32728,11
19610,27897,11
16986,14310,11
36874,12791,11
15320,35,11
23412,26216,11
28228,37119,11
4987,13889,11
9749,37215,11
544,26830,11
17355,10248,11
36045,16606,11
24500,2425,11
15279,25537,11
25453,14395,11
4892,20742,11
27578,27937,11
32818,16555,11
5561,10813,11
14814,7142,11
36954,5781,11
36789,32576,11
37932,6018,11
8131,18997,11
29007,14856,11
7036,31928,11
34720,20355,11
5342,2759,11
6164,36277,11
9504,17162,11
16606,26494,11
20798,34641,11
22786,5341,11
2312,11662,11
16201,29158,11
18113,18481,11
30651,8848,11
36412,9116,11
2617,443,11
21576,14168,11
27247,15133,11
14549,18741,11
30076,28876,11
1370,32498,11
3203,21958,11
19788,25179,11
22329,8912,11
11129,5499,11
14168,30542,11
37033,37476,11
3394,6343,11
16043,20331,11
12363,28477,11
37187,4113,11
22628,37928,11
18972,2007,11
27374,23880,11
22348,36958,11
12969,27381,11
37086,12999,11
3938,24198,11
9137,14462,11
120,27814,11
21473,21202,11
14710,5058,11
33011,27470,11
16927,6623,11
27060,8144,11
30827,17731,11
36600,25537,11
28145,15090,11
6664,7482,11
16401,36958,11
11828,14056,11
23186,13544,11
27470,18813,11
26029,37187,11
22339,33990,11
9003,25125,11
28145,15851,11
26215,5752,11
9003,29095,11
3957,15358,11
20032,1153,11
18507,17107,11
18572,32401,11
19193,35962,11
4133,9120,11
34720,17680,11
9766,28762,11
23261,1001,11
7137,13292,11
32467,23817,11
1116,33283,11
18559,6758,11
35983,17198,11
35657,33230,11
7741,8746,11
23040,8131,11
37033,19356,11
9145,10637,11
26669,29588,11
5514,27421,11
20052,36320,11
12623,24515,11
36814,28897,11
11048,25451,11
19350,18281,11
18447,8931,11
7337,17075,11
20355,34720,11
2658,28390,11
25348,14919,11
16814,31397,11
13830,18270,11
29007,29036,11
23265,1851,11
17683,14561,11
32086,8148,11
271,16298,11
30140,423,11
37446,33676,11
11087,24008,11
5281,27029,11
26481,23848,11
31973,13844,11
35571,14355,11
8031,11148,11
3417,22281,11
26830,5332,11
362,30322,11
21663,5682,11
1538,17488,11
15923,25856,11
4076,21334,11
33724,23848,11
30140,20509,11
23619,33975,11
3288,37187,11
2769,18780,11
10654,16132,11
15117,27506,11
318,28676,11
24779,9269,11
17259,32378,11
36102,10637,11
35434,17663,11
19610,27506,11
11432,8473,11
23642,34006,11
35532,36556,11
18876,8437,11
30649,16676,11
22628,9852,11
22380,31279,11
19951,34496,11
35236,35293,11
18481,11726,11
4448,34113,11
15991,28335,11
13938,12975,11
32551,23281,11
20173,30034,11
28335,31079,11
120,36045,11
13995,31812,11
9135,37487,11
31620,11224,11
35422,16947,11
3543,26535,11
20742,27859,11
10471,10820,11
726,17443,11
21853,10081,11
3839,20137,11
15740,27260,11
6282,18559,11
31973,12920,11
35486,10063,11
6497,29859,11
35347,27697,11
28542,34398,11
28275,36363,11
17699,17597,11
28203,16953,11
32467,37347,11
28762,18721,11
25537,36600,11
20472,22878,11
1867,3242,11
4487,25962,11
30425,8172,11
30322,36617,11
35452,32753,11
21384,4717,11
33011,34013,11
2882,658,11
7016,5260,11
28441,9165,11
36024,18754,11
24755,25228,11
2999,23514,11
20687,23572,11
11418,23274,11
29675,728,11
5028,9226,11
34903,34436,11
37301,6579,11
16547,7470,11
10168,7599,11
3485,35702,11
25833,3633,11
4160,176,11
3661,29295,11
3356,26188,11
4891,33398,11
6471,21319,11
28022,16729,11
34936,25621,11
14909,27124,11
302,4725,11
11175,10554,11
21731,23940,11
33293,32274,11
9899,16827,11
31325,3116,11
28762,9766,11
8161,5289,11
18363,14181,11
2202,9248,11
1563,4104,11
37187,3288,11
8703,5642,11
20264,18581,11
7370,19596,11
8618,10268,11
25912,11557,11
8231,1592,11
16641,23950,11
35344,29782,11
10364,17707,11
30628,32209,11
17962,35717,11
32850,1566,11
37372,30080,11
6443,17415,11
25091,34909,11
35578,27952,11
7695,20470,11
21259,9758,11
29783,2156,11
1842,9586,11
8918,16269,11
11456,30571,11
27289,11708,11
16626,5934,11
1865,21919,11
30484,16051,11
23211,12620,11
271,2993,11
14367,7526,11
30879,24980,11
34812,24796,11
18527,12013,11
21376,34601,11
11665,11726,11
33390,21842,11
29130,33227,11
34113,4448,11
15524,17097,11
36412,5752,11
31576,28877,11
27121,35651,11
30803,31849,11
19167,8194,11
24895,16854,11
32196,28145,11
35558,8319,11
17939,22644,11
5360,3417,11
8961,21525,11
27814,9694,11
36,32230,11
37487,9135,11
15774,2455,11
31350,25297,11
18586,32190,11
18437,8144,11
36737,21837,11
23812,544,11
15111,13673,11
28677,33975,11
5752,14534,11
2710,15613,11
25903,35562,11
33571,28542,11
20762,29554,11
33594,15549,11
8359,6856,11
7700,18437,11
20691,9145,11
16401,26208,11
23261,34636,11
26402,15121,11
18256,28876,11
33262,13527,11
6345,10118,11
24679,12374,11
7832,16676,11
12211,4687,11
35452,14404,11
20083,1938,11
6448,4571,11
8687,32119,11
30906,16606,11
10698,13143,11
16510,24910,11
23572,15984,11
10509,12551,11
25631,12116,11
3633,25833,11
5174,6048,11
32597,28440,11
27506,5092,11
7849,12089,11
3957,36600,11
8064,25100,11
36778,26919,11
11708,33990,11
21771,16676,11
28440,25772,11
2478,10266,11
31409,32765,11
20368,16160,11
17702,17699,11
15765,1078,11
2552,33183,11
21731,4162,11
10682,37415,11
29133,10740,11
20294,6151,11
13995,32697,11
18721,1631,11
26496,18253,11
37715,3094,11
32165,32839,11
12314,31433,11
12415,33990,11
6795,11111,11
21032,24679,11
4264,36985,11
35461,544,11
25699,20543,11
26889,11576,11
33975,30047,11
22430,32706,11
1886,30349,11
31291,26595,11
15356,34493,11
17488,33398,11
20821,28390,11
30608,17198,11
707,31133,11
13645,2622,11
33421,6153,11
9855,17494,11
19936,12736,11
16729,37009,11
21238,26971,11
26434,25284,11
27374,22714,11
7071,1657,11
9123,34190,11
11671,10950,11
18686,24421,11
5545,3063,11
6343,31388,11
18754,24283,11
2710,1008,11
4341,5589,11
27917,17415,11
28390,33990,11
23846,18740,11
32627,20615,11
1570,26638,11
5919,35863,11
37815,20147,11
3517,14395,11
18586,5332,11
8144,18437,11
6664,26407,11
2098,6158,11
2640,7630,11
21958,24283,11
1893,21257,11
26112,29088,11
23626,29589,11
29036,29007,11
27113,12211,11
26623,36737,11
15425,37393,11
21505,9875,11
28497,36161,11
4469,29628,11
18619,3913,11
17796,18805,11
8076,25718,11
27124,857,11
33762,612,11
6026,16033,11
21390,16185,11
34301,5509,11
4787,10813,11
7662,6123,11
36156,6140,11
25670,22901,11
14651,35452,11
25912,37347,11
31079,28335,11
10058,28228,11
20470,35326,11
14355,35780,11
17107,3243,11
27737,14525,11
21735,30859,11
17874,27792,11
22309,36737,11
21742,31166,11
25100,22601,11
18684,37203,11
28319,16668,11
27403,2144,11
27108,12513,11
33398,36954,11
21181,24779,11
6782,21202,11
10161,28676,11
807,2001,11
31433,13686,11
33787,24895,11
8148,3203,11
14309,35021,11
25048,22310,11
9881,4207,11
34456,10046,11
31001,12550,11
24189,2434,11
16778,36161,11
6805,35185,11
22290,22329,11
11575,24914,11
36272,4513,11
3004,37550,11
10504,37284,11
21358,24413,11
25507,25751,11
11708,12415,11
33338,32697,11
5914,25716,11
22999,36963,11
19682,23281,11
23785,3280,11
24500,34113,11
37187,22321,11
27952,32075,11
26930,18883,11
1592,8293,11
9657,29588,11
27264,29625,11
2698,18481,11
35591,6137,11
25382,1982,11
3077,31514,11
24895,11048,11
26320,14355,11
35515,21894,11
3482,10161,11
13122,15413,11
6995,4104,11
18609,20821,11
21102,25009,11
23619,9407,11
3204,2197,11
7673,13490,11
20191,31167,11
18125,10268,11
26595,30268,11
33257,5877,11
32355,7046,11
11576,35946,11
5950,1566,11
27450,31594,11
29886,25714,11
4779,15468,11
23026,30215,11
11148,28145,11
8345,10712,11
30262,11148,11
5341,25162,11
8987,34860,11
11777,25827,11
34275,33321,11
30319,20086,11
27982,25840,11
16856,21829,11
21919,31258,11
35952,35970,11
25572,4493,11
17612,7467,11
25453,26381,11
31928,18305,11
16210,22380,11
22250,8454,11
14769,24413,11
35919,8166,11
16574,14499,11
32635,36611,11
26752,9234,11
1000,22918,11
32450,37541,11
23119,20907,11
25689,24207,11
13809,31216,11
35994,23224,11
31079,20893,11
21163,5939,11
16676,8723,11
7470,22729,11
31594,9465,11
2229,688,11
13165,27937,11
1114,4238,11
14058,26259,11
36757,31478,11
31319,6662,11
33990,22339,11
10530,12550,11
20429,25951,11
20032,12818,11
13969,23274,11
1350,25009,11
16676,30649,11
25882,19342,11
32818,26008,11
30911,4160,11
20101,12381,11
25339,37009,11
25755,21176,11
25461,24515,11
31883,34301,11
3913,18619,11
7666,18115,11
15881,15595,11
21628,4000,11
7741,4848,11
20147,32353,11
32276,18527,11
36567,7782,11
17488,8866,11
792,10910,11
21259,27273,11
27897,13270,11
31141,8076,11
22754,25908,11
32159,23226,11
22745,21646,11
36387,15053,11
24681,13249,11
27666,707,11
3316,5366,11
15613,10654,11
22830,13821,11
54,36965,11
15779,18684,11
10473,7895,11
2593,2988,11
14348,3280,11
9137,10079,11
2366,19514,11
5366,35994,11
18721,21077,11
21757,22336,11
9100,28816,11
19110,1926,11
30500,970,11
8166,30916,11
24665,13682,11
1795,28075,11
24980,2710,11
22827,11427,11
15539,10959,11
33923,14242,11
17641,20896,11
10046,6254,11
32498,1764,11
7568,18901,11
12277,26381,11
2390,29886,11
12550,31001,11
17989,31017,11
9645,31928,11
5578,15117,11
8987,2266,11
1545,1746,11
24484,34489,11
11557,23626,11
33203,4238,11
17408,2673,11
31751,14769,11
10022,6587,11
17334,32353,11
681,28390,11
14622,4333,11
7526,7119,11
32230,14058,11
24280,6009,11
6782,856,11
18327,19265,11
28065,17734,11
18667,995,11
6343,37577,11
15203,11322,11
24140,12107,11
34249,13346,11
8066,3981,11
12799,28856,11
4717,11287,11
28521,6793,11
17731,12763,11
1046,2434,11
20441,18921,11
18860,25537,11
6055,23125,11
35825,24484,11
18754,36024,11
36207,8568,11
30827,16524,11
12934,18330,11
5535,25507,11
32676,16033,11
4238,20167,11
5978,17734,11
24023,9766,11
34812,37346,11
856,6782,11
15577,10590,11
20893,31079,11
5889,18824,11
36045,120,11
15666,21358,11
34224,22200,11
23532,4133,11
21870,22901,11
18026,17989,11
36744,20750,11
26329,10268,11
8866,24338,11
35962,19193,11
3676,18481,11
5609,3478,11
16994,25540,11
31167,25297,11
9291,11779,11
31428,33660,11
26752,6793,11
35258,20356,11
25827,36049,11
31730,9737,11
18602,4895,11
20574,4007,11
4725,302,11
3524,20790,11
30358,6311,11
9880,18318,11
5548,11618,11
17707,17280,11
37347,25912,11
3116,20368,11
18527,5939,11
28072,2700,11
3248,11067,11
3912,10281,11
24822,12716,11
5234,11587,11
28638,1990,11
26215,25036,11
3283,35921,11
16651,25023,11
29942,24021,11
15524,19051,11
33676,31091,11
19788,12934,11
33305,34370,11
32838,31133,11
32697,33338,11
2620,17338,11
28676,18754,11
5609,25755,11
35027,11456,11
33390,21553,11
24339,30385,11
6723,28703,11
20684,30651,11
1610,31091,11
4483,20675,11
22924,13844,11
11662,2390,11
10213,20806,11
6711,25291,11
29281,23261,11
36662,10526,11
14032,12513,11
16810,36968,11
15984,23572,11
23983,10605,11
12381,11871,11
11828,24655,11
10268,27761,11
23390,2716,11
6180,13179,11
12818,15367,11
35021,11580,11
1367,7267,11
12608,4160,11
36754,35020,11
4207,2988,11
12107,20561,11
17680,34720,11
20732,14513,11
30140,1784,11
7470,19449,11
19792,23989,11
29614,9088,11
7199,34504,11
18168,28335,11
20529,4981,11
37825,15197,11
26830,25707,11
22200,4255,11
18481,400,11
7173,18721,11
26488,14561,11
13821,22830,11
15630,3788,11
37415,19738,11
4352,20223,11
26145,19458,11
15170,20907,11
8668,33128,11
25100,8064,11
20147,37815,11
22780,27206,11
2080,29452,11
29096,20470,11
4571,6448,11
29782,35344,11
18581,869,11
21458,20032,11
25607,29589,11
24278,1324,11
35444,8437,11
29326,658,11
568,25630,11
27415,29760,11
2929,26771,11
23037,29886,11
27247,23941,11
15261,4269,11
15367,22290,11
35717,17962,11
21731,9892,11
11784,3462,11
23163,28531,11
33183,2552,11
14379,25912,11
25453,35027,11
5049,18125,11
15782,1324,11
37599,34403,11
21779,30517,11
18704,35836,11
35481,10727,11
28406,16547,11
17162,98,11
18780,11908,11
2955,2714,11
4204,35129,11
31231,4352,11
27289,33990,11
8912,24283,11
33398,1538,11
19738,9957,11
28072,32692,11
27101,5660,11
20086,34726,11
16641,12157,11
33173,13346,11
5854,3279,11
4133,23532,11
32353,20147,11
28426,15317,11
30529,27974,11
11871,12381,11
